Date,Machine_ID,Ligne_Production,Temperature_C,Pression_bar,Quantite_Produite,Quantite_Defectueuse,Taux_Defaut,Heures_Fonctionnement,Heures_Arret
2023-03-14 15:41:00,M-005,Ligne_C,87.08,4.58,411,17.0,4.13625304136253,8.0,0.0
2023-03-14 22:44:00,M-001,Ligne_A,64.21,3.43,267,2.0,0.7490636704119851,8.0,0.0
2023-03-15 02:27:00,M-004,Ligne_B,89.63,5.1,709,23.0,3.244005641748942,8.0,0.0
2023-03-15 03:11:00,M-003,Ligne_B,90.9,5.43,412,6.0,1.4563106796116505,8.0,0.0
2023-03-15 04:50:00,M-001,Ligne_A,64.22,4.81,379,16.0,4.221635883905013,8.0,0.0
2023-03-15 06:19:00,M-002,Ligne_A,70.54,4.81,548,19.0,3.4671532846715327,8.0,0.0
2023-03-15 06:38:00,M-002,Ligne_A,76.42,5.07,646,28.0,4.3343653250774,7.97,0.03
2023-03-15 08:08:00,M-003,Ligne_B,89.46,4.86,634,14.0,2.2082018927444795,8.0,0.0
2023-03-15 08:47:00,M-002,Ligne_A,63.16,3.54,542,20.0,3.6900369003690034,7.9,0.1
2023-03-15 09:27:00,M-002,Ligne_A,69.79,3.22,563,96.0,17.05150976909414,8.0,0.0
2023-03-15 09:43:00,M-002,Ligne_A,67.11,4.82,356,6.0,1.6853932584269662,8.0,0.0
2023-03-15 13:55:00,M-004,Ligne_B,88.3,3.79,720,16.0,2.2222222222222223,8.0,0.0
2023-03-15 17:59:00,M-001,Ligne_A,72.7,2.76,320,41.0,12.812499999999998,7.83,0.17
2023-03-15 18:42:00,M-001,Ligne_A,74.34,2.94,547,87.0,15.904936014625228,8.0,0.0
2023-03-15 18:52:00,M-001,Ligne_A,69.06,4.73,388,17.0,4.381443298969072,8.0,0.0
2023-03-15 19:38:00,M-001,Ligne_A,69.91999999999999,4.44,321,5.0,1.557632398753894,8.0,0.0
2023-03-15 20:01:00,M-004,Ligne_B,92.4,4.04,458,7.0,1.5283842794759825,8.0,0.0
2023-03-15 20:38:00,M-004,Ligne_B,83.75,3.77,437,6.0,1.3729977116704806,8.0,0.0
2023-03-15 21:33:00,M-002,Ligne_A,71.72,3.59,581,8.0,1.376936316695353,8.0,0.0
2023-03-16 00:18:00,M-003,Ligne_B,81.59,5.36,574,21.0,3.6585365853658534,7.43,0.57
2023-03-16 01:42:00,M-001,Ligne_A,80.38,3.39,614,7.0,1.1400651465798046,8.0,0.0
2023-03-16 05:49:00,M-004,Ligne_B,91.81,4.41,682,33.0,4.838709677419355,7.91,0.09
2023-03-16 06:13:00,M-001,Ligne_A,71.27,5.37,679,33.0,4.860088365243005,8.0,0.0
2023-03-16 09:02:00,M-001,Ligne_A,73.71,3.99,532,24.0,4.511278195488721,8.0,0.0
2023-03-16 09:53:00,M-001,Ligne_A,68.48,5.72,295,8.0,2.711864406779661,7.71,0.29
2023-03-16 10:42:00,M-001,Ligne_A,75.35,3.88,519,20.0,3.8535645472061653,7.85,0.15
2023-03-16 11:30:00,M-004,Ligne_B,84.2,4.4,464,21.0,4.525862068965517,8.0,0.0
2023-03-16 13:01:00,M-003,Ligne_B,94.75,5.17,630,7.0,1.1111111111111112,8.0,0.0
2023-03-16 14:02:00,M-004,Ligne_B,78.24,5.66,286,4.0,1.3986013986013985,8.0,0.0
2023-03-16 19:59:00,M-002,Ligne_A,67.31,5.02,339,11.0,3.2448377581120944,8.0,0.0
2023-03-16 20:59:00,M-004,Ligne_B,97.03,4.3,565,24.0,4.2477876106194685,8.0,0.0
2023-03-16 23:01:00,M-003,Ligne_B,90.97,3.52,717,11.0,1.5341701534170153,8.0,0.0
2023-03-16 23:17:00,M-004,Ligne_B,85.1,4.09,372,5.0,1.3440860215053763,8.0,0.0
2023-03-16 23:46:00,M-004,Ligne_B,90.66,4.03,387,9.0,2.3255813953488373,8.0,0.0
2023-03-17 01:41:00,M-001,Ligne_A,68.89,4.52,515,13.0,2.524271844660194,8.0,0.0
2023-03-17 02:08:00,M-001,Ligne_A,67.17,5.17,531,25.0,4.708097928436912,8.0,0.0
2023-03-17 03:06:00,M-003,Ligne_B,78.11,5.48,498,13.0,2.610441767068273,7.38,0.62
2023-03-17 03:22:00,M-004,Ligne_B,79.61,4.94,704,9.0,1.278409090909091,8.0,0.0
2023-03-17 03:48:00,M-001,Ligne_A,63.11,4.94,174,8.0,4.597701149425287,8.0,0.0
2023-03-17 09:00:00,M-005,Ligne_C,94.42,4.41,706,23.0,3.2577903682719547,8.0,0.0
2023-03-17 11:09:00,M-003,Ligne_B,82.79,4.33,640,21.0,3.28125,8.0,0.0
2023-03-17 12:27:00,M-003,Ligne_B,76.85,5.97,390,15.0,3.8461538461538463,7.81,0.19
2023-03-17 13:08:00,M-005,Ligne_C,80.31,3.5,503,24.0,4.7713717693836974,8.0,0.0
2023-03-17 14:56:00,M-004,Ligne_B,95.09,4.09,508,14.0,2.7559055118110236,8.0,0.0
2023-03-17 15:09:00,M-001,Ligne_A,68.45,4.31,501,13.0,2.5948103792415167,8.0,0.0
2023-03-17 18:31:00,M-004,Ligne_B,81.82,5.88,366,15.0,4.098360655737705,8.0,0.0
2023-03-17 19:00:00,M-001,Ligne_A,73.86,3.42,562,10.0,1.7793594306049825,8.0,0.0
2023-03-17 21:09:00,M-005,Ligne_C,92.67,4.84,268,11.0,4.104477611940299,8.0,0.0
2023-03-17 22:25:00,M-002,Ligne_A,67.3,4.02,792,23.0,2.904040404040404,8.0,0.0
2023-03-17 22:27:00,M-003,Ligne_B,88.66,3.52,197,6.0,3.0456852791878175,8.0,0.0
2023-03-18 00:37:00,M-001,Ligne_A,55.84,5.9,441,14.0,3.1746031746031744,8.0,0.0
2023-03-18 01:14:00,M-002,Ligne_A,69.79,4.47,257,11.0,4.280155642023346,8.0,0.0
2023-03-18 02:49:00,M-002,Ligne_A,68.85,4.79,479,15.0,3.1315240083507305,8.0,0.0
2023-03-18 04:43:00,M-001,Ligne_A,73.52,6.22,452,6.0,1.3274336283185841,8.0,0.0
2023-03-18 05:59:00,M-005,Ligne_C,78.41,3.77,816,33.0,4.044117647058823,8.0,0.0
2023-03-18 10:05:00,M-005,Ligne_C,81.04,4.12,607,23.0,3.789126853377265,8.0,0.0
2023-03-18 10:15:00,M-004,Ligne_B,83.9,4.95,106,1.0,0.9433962264150944,8.0,0.0
2023-03-18 10:32:00,M-001,Ligne_A,73.26,3.19,572,11.0,1.9230769230769231,8.0,0.0
2023-03-18 12:14:00,M-005,Ligne_C,121.9,5.25,609,90.0,14.77832512315271,8.0,0.0
2023-03-18 12:48:00,M-005,Ligne_C,76.78,3.87,634,11.0,1.7350157728706623,8.0,0.0
2023-03-18 14:34:00,M-003,Ligne_B,92.91,3.86,357,9.0,2.5210084033613445,8.0,0.0
2023-03-18 15:51:00,M-005,Ligne_C,76.1,3.5,455,7.0,1.5384615384615385,8.0,0.0
2023-03-18 16:48:00,M-001,Ligne_A,71.35,4.91,690,8.0,1.1594202898550725,7.51,0.49
2023-03-18 17:02:00,M-001,Ligne_A,65.04,3.34,599,15.0,2.5041736227045077,6.53,1.47
2023-03-18 18:19:00,M-003,Ligne_B,89.05,5.63,427,12.0,2.810304449648712,6.86,1.14
2023-03-18 19:06:00,M-002,Ligne_A,66.96,4.97,561,12.0,2.13903743315508,8.0,0.0
2023-03-18 19:57:00,M-002,Ligne_A,71.78,4.6,323,10.0,3.0959752321981426,8.0,0.0
2023-03-18 20:09:00,M-004,Ligne_B,90.06,4.59,651,6.0,0.9216589861751152,8.0,0.0
2023-03-18 20:46:00,M-001,Ligne_A,72.59,2.87,816,71.0,8.700980392156863,8.0,0.0
2023-03-19 00:37:00,M-001,Ligne_A,70.17,6.1,486,7.0,1.440329218106996,8.0,0.0
2023-03-19 04:12:00,M-005,Ligne_C,96.12,3.66,571,25.0,4.378283712784588,7.53,0.47
2023-03-19 06:06:00,M-005,Ligne_C,79.46,4.53,295,12.0,4.067796610169491,8.0,0.0
2023-03-19 13:39:00,M-004,Ligne_B,89.91,2.02,519,53.0,10.211946050096339,8.0,0.0
2023-03-19 21:29:00,M-002,Ligne_A,79.99,6.12,475,20.0,4.2105263157894735,7.03,0.97
2023-03-19 22:55:00,M-003,Ligne_B,79.21,4.97,444,6.0,1.3513513513513513,8.0,0.0
2023-03-20 00:29:00,M-005,Ligne_C,81.26,4.74,275,11.0,4.0,8.0,0.0
2023-03-20 01:08:00,M-004,Ligne_B,84.84,5.03,310,43.0,13.870967741935484,6.97,1.03
2023-03-20 06:44:00,M-002,Ligne_A,65.03,4.7,322,12.0,3.7267080745341614,8.0,0.0
2023-03-20 06:55:00,M-005,Ligne_C,83.23,4.18,539,16.0,2.9684601113172544,8.0,0.0
2023-03-20 09:10:00,M-004,Ligne_B,89.52,4.52,151,6.0,3.9735099337748347,8.0,0.0
2023-03-20 14:22:00,M-002,Ligne_A,73.91,1.88,377,61.0,16.180371352785148,8.0,0.0
2023-03-20 15:48:00,M-005,Ligne_C,82.63,5.43,484,15.0,3.0991735537190084,8.0,0.0
2023-03-20 15:59:00,M-001,Ligne_A,59.54,5.08,402,11.0,2.736318407960199,7.8,0.2
2023-03-20 20:04:00,M-002,Ligne_A,68.67,4.18,482,8.0,1.6597510373443984,8.0,0.0
2023-03-20 22:27:00,M-002,Ligne_A,71.32,2.99,442,41.0,9.276018099547512,7.61,0.39
2023-03-21 01:09:00,M-001,Ligne_A,59.75,5.09,576,14.0,2.430555555555556,8.0,0.0
2023-03-21 01:56:00,M-005,Ligne_C,84.6,3.81,378,10.0,2.6455026455026456,8.0,0.0
2023-03-21 03:07:00,M-002,Ligne_A,66.3,5.02,714,16.0,2.2408963585434174,8.0,0.0
2023-03-21 06:48:00,M-003,Ligne_B,82.06,3.39,545,21.0,3.853211009174312,7.97,0.03
2023-03-21 07:55:00,M-002,Ligne_A,68.22,4.83,448,17.0,3.7946428571428568,8.0,0.0
2023-03-21 08:18:00,M-001,Ligne_A,74.34,5.0,458,6.0,1.3100436681222707,8.0,0.0
2023-03-21 09:40:00,M-001,Ligne_A,69.86,3.44,602,19.0,3.1561461794019934,7.84,0.16
2023-03-21 11:32:00,M-005,Ligne_C,83.61,5.31,692,34.0,4.913294797687861,8.0,0.0
2023-03-21 13:41:00,M-004,Ligne_B,91.08,3.55,588,17.0,2.891156462585034,8.0,0.0
2023-03-21 15:09:00,M-003,Ligne_B,89.34,3.85,430,9.0,2.0930232558139537,8.0,0.0
2023-03-21 17:20:00,M-003,Ligne_B,94.46,3.98,379,4.0,1.0554089709762533,8.0,0.0
2023-03-21 21:16:00,M-005,Ligne_C,85.53,4.34,367,17.0,4.632152588555858,8.0,0.0
2023-03-21 21:30:00,M-005,Ligne_C,93.16,4.92,173,2.0,1.1560693641618496,8.0,0.0
2023-03-22 00:22:00,M-004,Ligne_B,81.29,4.74,558,9.0,1.6129032258064515,8.0,0.0
2023-03-22 02:28:00,M-005,Ligne_C,66.63,6.54,579,19.0,3.281519861830743,8.0,0.0
2023-03-22 03:08:00,M-005,Ligne_C,86.04,3.99,508,6.0,1.1811023622047243,8.0,0.0
2023-03-22 07:11:00,M-004,Ligne_B,91.1,5.26,519,8.0,1.5414258188824663,8.0,0.0
2023-03-22 08:49:00,M-001,Ligne_A,69.29,3.66,375,9.0,2.4,7.85,0.15
2023-03-22 08:56:00,M-001,Ligne_A,57.13,4.25,419,18.0,4.295942720763723,8.0,0.0
2023-03-22 09:04:00,M-004,Ligne_B,86.06,6.96,704,22.0,3.125,8.0,0.0
2023-03-22 11:19:00,M-002,Ligne_A,67.73,4.11,630,11.0,1.746031746031746,8.0,0.0
2023-03-22 11:38:00,M-004,Ligne_B,73.22,3.95,645,9.0,1.3953488372093024,7.92,0.08
2023-03-22 13:41:00,M-003,Ligne_B,91.96,5.6,372,7.0,1.881720430107527,8.0,0.0
2023-03-22 14:29:00,M-001,Ligne_A,72.38,4.16,574,7.0,1.2195121951219512,8.0,0.0
2023-03-22 14:53:00,M-005,Ligne_C,79.6,5.79,534,7.0,1.3108614232209739,8.0,0.0
2023-03-22 15:05:00,M-004,Ligne_B,89.45,3.69,246,2.0,0.8130081300813009,7.66,0.34
2023-03-22 16:54:00,M-004,Ligne_B,83.22,3.73,681,28.0,4.1116005873715125,8.0,0.0
2023-03-22 17:14:00,M-001,Ligne_A,66.69,4.19,347,8.0,2.3054755043227666,8.0,0.0
2023-03-22 17:23:00,M-002,Ligne_A,71.9,4.14,364,8.0,2.197802197802198,8.0,0.0
2023-03-22 17:38:00,M-002,Ligne_A,73.02,4.71,376,5.0,1.3297872340425532,8.0,0.0
2023-03-22 19:03:00,M-002,Ligne_A,76.66,3.01,516,8.0,1.550387596899225,7.76,0.24
2023-03-22 19:31:00,M-001,Ligne_A,74.28,4.84,650,23.0,3.5384615384615383,8.0,0.0
2023-03-22 23:27:00,M-001,Ligne_A,69.91999999999999,4.74,588,86.0,14.625850340136054,8.0,0.0
2023-03-23 00:09:00,M-002,Ligne_A,77.07,4.14,535,15.0,2.803738317757009,8.0,0.0
2023-03-23 00:35:00,M-004,Ligne_B,81.49,3.69,492,15.0,3.048780487804878,7.52,0.48
2023-03-23 02:19:00,M-001,Ligne_A,68.77,5.28,570,10.0,1.7543859649122806,7.94,0.06
2023-03-23 03:26:00,M-003,Ligne_B,83.71,4.65,558,7.0,1.2544802867383513,8.0,0.0
2023-03-23 05:36:00,M-005,Ligne_C,85.0,4.515,289,6.0,2.0761245674740483,8.0,0.0
2023-03-23 08:08:00,M-005,Ligne_C,84.8,5.46,311,7.0,2.2508038585209005,8.0,0.0
2023-03-23 15:32:00,M-005,Ligne_C,90.51,4.19,565,24.0,4.2477876106194685,8.0,0.0
2023-03-23 15:50:00,M-003,Ligne_B,95.7,4.45,362,11.0,3.0386740331491713,8.0,0.0
2023-03-23 16:47:00,M-004,Ligne_B,89.69,4.34,659,32.0,4.855842185128983,8.0,0.0
2023-03-23 18:25:00,M-004,Ligne_B,77.06,4.38,578,13.0,2.249134948096886,8.0,0.0
2023-03-23 19:36:00,M-005,Ligne_C,84.1,3.98,464,18.0,3.8793103448275863,8.0,0.0
2023-03-23 21:59:00,M-004,Ligne_B,92.24,3.95,390,16.0,4.102564102564102,8.0,0.0
2023-03-23 23:55:00,M-001,Ligne_A,55.85,3.69,187,4.0,2.13903743315508,8.0,0.0
2023-03-24 02:17:00,M-003,Ligne_B,88.07,2.7,423,62.0,14.657210401891252,7.84,0.16
2023-03-24 05:14:00,M-002,Ligne_A,75.7,4.73,477,18.0,3.7735849056603774,8.0,0.0
2023-03-24 09:43:00,M-003,Ligne_B,85.15,5.28,512,69.0,13.4765625,8.0,0.0
2023-03-24 10:26:00,M-003,Ligne_B,82.65,3.96,466,8.0,1.7167381974248928,8.0,0.0
2023-03-24 10:59:00,M-002,Ligne_A,69.43,4.95,401,4.0,0.997506234413965,7.37,0.63
2023-03-24 11:02:00,M-005,Ligne_C,84.66,5.07,966,19.0,1.9668737060041408,8.0,0.0
2023-03-24 13:52:00,M-005,Ligne_C,80.05,4.92,474,10.0,2.109704641350211,8.0,0.0
2023-03-24 14:40:00,M-004,Ligne_B,75.48,5.09,308,11.0,3.571428571428571,8.0,0.0
2023-03-24 16:33:00,M-002,Ligne_A,68.44,5.48,474,23.0,4.852320675105485,7.55,0.45
2023-03-24 16:49:00,M-004,Ligne_B,82.71,4.06,503,16.0,3.180914512922465,8.0,0.0
2023-03-24 17:49:00,M-001,Ligne_A,59.48,6.13,523,6.0,1.147227533460803,7.69,0.31
2023-03-24 18:54:00,M-004,Ligne_B,87.79,4.35,260,7.0,2.6923076923076925,8.0,0.0
2023-03-24 19:13:00,M-002,Ligne_A,139.56,5.34,502,80.0,15.936254980079681,8.0,0.0
2023-03-24 22:16:00,M-002,Ligne_A,63.69,4.91,471,21.0,4.45859872611465,8.0,0.0
2023-03-24 22:27:00,M-003,Ligne_B,85.15,4.93,607,52.0,8.5667215815486,8.0,0.0
2023-03-24 22:29:00,M-004,Ligne_B,101.76,6.25,396,61.0,15.404040404040403,8.0,0.0
2023-03-24 23:28:00,M-004,Ligne_B,88.49,3.15,474,18.0,3.79746835443038,7.41,0.59
2023-03-24 23:34:00,M-003,Ligne_B,79.31,2.84,496,81.0,16.33064516129032,8.0,0.0
2023-03-25 04:32:00,M-005,Ligne_C,90.1,4.78,551,6.0,1.0889292196007259,8.0,0.0
2023-03-25 05:53:00,M-004,Ligne_B,83.1,4.53,611,13.0,2.127659574468085,8.0,0.0
2023-03-25 05:56:00,M-003,Ligne_B,89.97,4.52,479,21.0,4.3841336116910234,8.0,0.0
2023-03-25 08:47:00,M-005,Ligne_C,82.03,3.48,434,11.0,2.5345622119815667,8.0,0.0
2023-03-25 09:21:00,M-005,Ligne_C,90.21,4.34,504,24.0,4.761904761904762,8.0,0.0
2023-03-25 12:29:00,M-002,Ligne_A,78.04,3.95,491,10.0,2.0366598778004072,8.0,0.0
2023-03-25 14:24:00,M-003,Ligne_B,76.75,4.32,591,22.0,3.7225042301184432,8.0,0.0
2023-03-25 15:22:00,M-004,Ligne_B,74.11,5.73,512,16.0,3.125,8.0,0.0
2023-03-25 17:19:00,M-005,Ligne_C,78.04,4.61,512,10.0,1.953125,8.0,0.0
2023-03-25 18:49:00,M-002,Ligne_A,64.65,4.57,436,13.0,2.981651376146789,8.0,0.0
2023-03-26 02:48:00,M-002,Ligne_A,69.91,4.9,512,22.0,4.296875,8.0,0.0
2023-03-26 06:46:00,M-001,Ligne_A,66.43,5.0,458,8.0,1.7467248908296942,8.0,0.0
2023-03-26 07:04:00,M-002,Ligne_A,63.04,5.86,482,9.0,1.8672199170124482,8.0,0.0
2023-03-26 08:13:00,M-005,Ligne_C,82.58,4.75,519,10.0,1.9267822736030826,8.0,0.0
2023-03-26 10:19:00,M-002,Ligne_A,66.17,4.46,654,23.0,3.5168195718654434,8.0,0.0
2023-03-26 10:54:00,M-001,Ligne_A,136.75,4.53,620,72.0,11.612903225806452,8.0,0.0
2023-03-26 13:03:00,M-005,Ligne_C,86.73,3.7,850,8.0,0.9411764705882352,8.0,0.0
2023-03-26 14:48:00,M-004,Ligne_B,82.66,4.47,289,13.0,4.498269896193772,7.76,0.24
2023-03-26 15:08:00,M-002,Ligne_A,78.37,4.03,262,6.0,2.2900763358778624,8.0,0.0
2023-03-26 18:38:00,M-002,Ligne_A,74.08,4.24,359,3.0,0.8356545961002786,8.0,0.0
2023-03-26 19:56:00,M-001,Ligne_A,73.45,3.95,458,6.0,1.3100436681222707,8.0,0.0
2023-03-26 22:01:00,M-005,Ligne_C,84.9,4.97,600,27.0,4.5,7.04,0.96
2023-03-26 23:28:00,M-005,Ligne_C,82.64,4.61,578,0.0,0.0,8.0,0.0
2023-03-27 01:26:00,M-001,Ligne_A,72.13,3.23,507,0.0,0.0,8.0,0.0
2023-03-27 01:32:00,M-003,Ligne_B,81.89,4.05,594,10.0,1.6835016835016834,8.0,0.0
2023-03-27 02:08:00,M-001,Ligne_A,66.89,5.33,438,14.0,3.1963470319634704,8.0,0.0
2023-03-27 02:36:00,M-004,Ligne_B,90.59,4.53,484,16.0,3.3057851239669422,7.9,0.1
2023-03-27 03:08:00,M-003,Ligne_B,91.93,4.47,236,3.0,1.2711864406779663,7.59,0.41
2023-03-27 03:26:00,M-002,Ligne_A,64.16,4.51,210,6.0,2.857142857142857,7.56,0.44
2023-03-27 04:47:00,M-004,Ligne_B,80.28,3.79,710,8.0,1.1267605633802817,8.0,0.0
2023-03-27 08:37:00,M-004,Ligne_B,148.71,3.6,546,55.0,10.073260073260073,8.0,0.0
2023-03-27 08:59:00,M-002,Ligne_A,63.63,4.94,770,19.0,2.4675324675324677,7.73,0.27
2023-03-27 13:17:00,M-005,Ligne_C,84.13,4.51,532,24.0,4.511278195488721,8.0,0.0
2023-03-27 13:31:00,M-002,Ligne_A,67.77,3.87,290,9.0,3.103448275862069,8.0,0.0
2023-03-27 14:25:00,M-001,Ligne_A,68.16,4.67,362,10.0,2.7624309392265194,8.0,0.0
2023-03-27 15:28:00,M-005,Ligne_C,97.12,4.32,715,15.0,2.097902097902098,7.76,0.24
2023-03-27 16:24:00,M-003,Ligne_B,88.05,5.0,412,8.0,1.9417475728155338,6.73,1.27
2023-03-27 17:20:00,M-005,Ligne_C,82.56,5.3,865,29.0,3.352601156069364,7.77,0.23
2023-03-27 17:34:00,M-003,Ligne_B,85.74,5.61,608,13.0,2.138157894736842,8.0,0.0
2023-03-27 20:51:00,M-002,Ligne_A,70.31,4.79,575,11.0,1.9130434782608694,8.0,0.0
2023-03-28 00:34:00,M-005,Ligne_C,79.09,5.01,504,19.0,3.7698412698412698,7.94,0.06
2023-03-28 01:25:00,M-003,Ligne_B,68.69,4.18,117,3.0,2.564102564102564,8.0,0.0
2023-03-28 01:39:00,M-003,Ligne_B,82.0,4.83,590,19.0,3.2203389830508473,8.0,0.0
2023-03-28 02:23:00,M-005,Ligne_C,91.71,3.91,750,11.0,1.4666666666666666,7.45,0.55
2023-03-28 02:32:00,M-005,Ligne_C,100.49,4.81,601,55.0,9.151414309484194,7.7,0.3
2023-03-28 02:42:00,M-002,Ligne_A,68.65,5.1,598,17.0,2.842809364548495,6.87,1.13
2023-03-28 07:34:00,M-003,Ligne_B,80.8,3.25,622,8.0,1.2861736334405145,7.0,1.0
2023-03-28 09:58:00,M-003,Ligne_B,87.97,3.73,419,8.0,1.9093078758949882,8.0,0.0
2023-03-28 15:00:00,M-005,Ligne_C,74.31,4.1,377,8.0,2.122015915119363,8.0,0.0
2023-03-28 18:03:00,M-003,Ligne_B,82.19,4.45,803,19.0,2.3661270236612704,8.0,0.0
2023-03-28 21:02:00,M-002,Ligne_A,72.31,4.73,385,15.0,3.896103896103896,8.0,0.0
2023-03-28 21:05:00,M-001,Ligne_A,75.85,5.37,417,8.0,1.9184652278177456,7.97,0.03
2023-03-28 21:59:00,M-003,Ligne_B,75.65,5.08,693,25.0,3.6075036075036073,8.0,0.0
2023-03-28 23:32:00,M-002,Ligne_A,82.94,4.91,443,9.0,2.0316027088036117,8.0,0.0
2023-03-29 00:02:00,M-005,Ligne_C,74.71,3.49,383,15.0,3.91644908616188,8.0,0.0
2023-03-29 02:19:00,M-001,Ligne_A,70.39,5.04,338,14.0,4.142011834319527,8.0,0.0
2023-03-29 02:31:00,M-002,Ligne_A,78.09,4.83,317,13.0,4.100946372239748,8.0,0.0
2023-03-29 04:37:00,M-004,Ligne_B,94.54,4.98,241,9.0,3.7344398340248963,8.0,0.0
2023-03-29 07:02:00,M-003,Ligne_B,85.15,3.77,698,32.0,4.584527220630372,8.0,0.0
2023-03-29 10:22:00,M-001,Ligne_A,69.15,6.11,584,26.0,4.4520547945205475,8.0,0.0
2023-03-29 10:43:00,M-004,Ligne_B,83.54,4.25,628,27.0,4.2993630573248405,7.73,0.27
2023-03-29 18:04:00,M-002,Ligne_A,72.77,4.4,372,7.0,1.881720430107527,8.0,0.0
2023-03-29 18:27:00,M-004,Ligne_B,91.82,3.9,786,10.0,1.2722646310432568,8.0,0.0
2023-03-29 18:35:00,M-001,Ligne_A,62.82,3.97,460,0.0,0.0,8.0,0.0
2023-03-29 19:20:00,M-004,Ligne_B,83.74,5.6,352,11.0,3.125,8.0,0.0
2023-03-29 21:39:00,M-005,Ligne_C,81.84,5.37,531,15.0,2.824858757062147,8.0,0.0
2023-03-29 21:56:00,M-002,Ligne_A,61.95,3.94,227,3.0,1.3215859030837005,8.0,0.0
2023-03-30 05:15:00,M-005,Ligne_C,88.76,5.48,472,15.0,3.1779661016949152,8.0,0.0
2023-03-30 06:43:00,M-005,Ligne_C,79.6,4.1,423,17.0,4.0189125295508275,8.0,0.0
2023-03-30 08:25:00,M-001,Ligne_A,65.99,4.85,454,10.0,2.2026431718061676,8.0,0.0
2023-03-30 10:04:00,M-004,Ligne_B,77.62,4.84,244,9.0,3.6885245901639343,8.0,0.0
2023-03-30 11:13:00,M-001,Ligne_A,69.91999999999999,4.71,496,6.0,1.2096774193548387,7.78,0.22
2023-03-30 12:57:00,M-004,Ligne_B,89.34,1.63,670,126.0,18.80597014925373,7.18,0.82
2023-03-30 14:58:00,M-003,Ligne_B,78.61,4.63,674,29.0,4.302670623145401,8.0,0.0
2023-03-30 16:10:00,M-002,Ligne_A,65.85,3.22,447,9.0,2.013422818791946,6.37,1.63
2023-03-30 17:10:00,M-004,Ligne_B,84.84,4.0,456,14.0,3.070175438596491,7.97,0.03
2023-03-30 18:27:00,M-003,Ligne_B,83.35,4.24,136,5.0,3.6764705882352944,8.0,0.0
2023-03-30 18:35:00,M-002,Ligne_A,63.53,4.11,738,17.0,2.303523035230352,8.0,0.0
2023-03-31 00:25:00,M-003,Ligne_B,92.5,3.93,483,7.0,1.4492753623188406,7.87,0.13
2023-03-31 03:42:00,M-004,Ligne_B,95.09,4.37,778,23.0,2.956298200514139,8.0,0.0
2023-03-31 06:21:00,M-004,Ligne_B,89.26,4.05,412,15.0,3.640776699029126,8.0,0.0
2023-03-31 07:56:00,M-002,Ligne_A,66.9,4.46,477,6.0,1.257861635220126,8.0,0.0
2023-03-31 08:24:00,M-003,Ligne_B,90.9,4.52,702,11.0,1.566951566951567,8.0,0.0
2023-03-31 08:50:00,M-003,Ligne_B,74.41,4.22,305,8.0,2.622950819672131,8.0,0.0
2023-03-31 11:32:00,M-001,Ligne_A,66.5,4.63,515,5.0,0.9708737864077669,8.0,0.0
2023-03-31 12:19:00,M-004,Ligne_B,86.05,4.53,278,5.0,1.7985611510791366,8.0,0.0
2023-03-31 12:41:00,M-003,Ligne_B,86.68,5.09,216,5.0,2.314814814814815,8.0,0.0
2023-03-31 19:36:00,M-002,Ligne_A,71.56,4.74,311,15.0,4.823151125401929,7.65,0.35
2023-03-31 19:44:00,M-002,Ligne_A,71.04,3.92,636,17.0,2.6729559748427674,8.0,0.0
2023-03-31 20:31:00,M-002,Ligne_A,67.96,4.08,421,17.0,4.038004750593824,8.0,0.0
2023-03-31 20:35:00,M-003,Ligne_B,91.15,3.88,404,11.0,2.722772277227723,8.0,0.0
2023-03-31 20:43:00,M-001,Ligne_A,64.77,4.04,323,5.0,1.5479876160990713,8.0,0.0
2023-03-31 22:44:00,M-001,Ligne_A,54.64,5.12,474,21.0,4.430379746835443,8.0,0.0
2023-03-31 23:57:00,M-003,Ligne_B,68.16,3.88,233,4.0,1.7167381974248928,8.0,0.0
2023-04-01 01:52:00,M-005,Ligne_C,75.8,5.13,562,16.0,2.8469750889679712,8.0,0.0
2023-04-01 01:53:00,M-001,Ligne_A,71.8,4.77,490,8.0,1.6326530612244898,8.0,0.0
2023-04-01 02:09:00,M-005,Ligne_C,84.8,3.74,437,20.0,4.576659038901601,8.0,0.0
2023-04-01 06:36:00,M-002,Ligne_A,64.37,3.42,765,36.0,4.705882352941177,8.0,0.0
2023-04-01 08:56:00,M-003,Ligne_B,98.99,5.41,484,17.0,3.512396694214876,8.0,0.0
2023-04-01 08:58:00,M-001,Ligne_A,67.59,5.28,709,16.0,2.2566995768688294,8.0,0.0
2023-04-01 09:07:00,M-002,Ligne_A,69.23,3.81,203,8.0,3.9408866995073892,8.0,0.0
2023-04-01 10:03:00,M-003,Ligne_B,83.12,2.93,496,88.0,17.741935483870968,8.0,0.0
2023-04-01 12:43:00,M-002,Ligne_A,68.37,4.6,727,11.0,1.5130674002751032,8.0,0.0
2023-04-01 14:27:00,M-005,Ligne_C,87.67,4.83,456,4.0,0.8771929824561403,8.0,0.0
2023-04-01 14:55:00,M-005,Ligne_C,83.81,5.81,472,20.0,4.23728813559322,7.78,0.22
2023-04-01 15:37:00,M-004,Ligne_B,84.86,6.07,567,21.0,3.7037037037037033,8.0,0.0
