Date,Machine_ID,Ligne_Production,Temperature_C,Pression_bar,Quantite_Produite,Quantite_Defectueuse,Heures_Fonctionnement,Heures_Arret
2023-03-06 01:53:00,M-001,Ligne_A,71.9,4.4,414,15.0,8.0,0.0
2023-03-06 03:20:00,M-001,Ligne_A,78.07,4.24,698,12.0,7.31,0.69
2023-03-06 04:00:00,M-004,Ligne_B,75.15,3.37,532,11.0,8.0,0.0
2023-03-06 04:24:00,M-004,Ligne_B,84.18,5.83,367,16.0,8.0,0.0
2023-03-06 04:33:00,M-004,Ligne_B,66.88,5.98,533,10.0,8.0,0.0
2023-03-06 04:42:00,M-001,Ligne_A,64.82,4.38,612,26.0,7.6,0.4
2023-03-06 06:09:00,M-004,Ligne_B,76.69,4.88,391,13.0,7.34,0.66
2023-03-06 08:02:00,M-003,Ligne_B,71.98,5.19,414,19.0,8.0,0.0
2023-03-06 09:36:00,M-001,Ligne_A,70.98,4.22,384,16.0,8.0,0.0
2023-03-06 10:41:00,M-004,Ligne_B,73.48,5.7,674,15.0,6.98,1.02
2023-03-06 14:11:00,M-002,Ligne_A,69.56,4.58,478,20.0,8.0,0.0
2023-03-06 16:34:00,M-002,Ligne_A,68.6,3.48,577,18.0,7.5,0.5
2023-03-06 16:42:00,M-002,Ligne_A,65.83,4.04,408,4.0,8.0,0.0
2023-03-06 18:13:00,M-005,Ligne_C,89.41,3.0,561,96.0,8.0,0.0
2023-03-06 20:19:00,M-005,Ligne_C,91.16,4.77,525,16.0,7.85,0.15
2023-03-06 23:13:00,M-003,Ligne_B,82.43,3.94,872,29.0,8.0,0.0
2023-03-06 23:49:00,M-001,Ligne_A,76.26,4.18,334,11.0,8.0,0.0
2023-03-07 01:58:00,M-004,Ligne_B,85.54,4.6,308,11.0,8.0,0.0
2023-03-07 02:57:00,M-004,Ligne_B,87.66,5.59,746,22.0,8.0,0.0
2023-03-07 03:24:00,M-002,Ligne_A,59.71,4.78,288,12.0,7.9,0.1
2023-03-07 09:47:00,M-002,Ligne_A,70.45,4.4,376,13.0,8.0,0.0
2023-03-07 10:24:00,M-003,Ligne_B,73.18,4.12,203,9.0,6.72,1.28
2023-03-07 10:48:00,M-003,Ligne_B,-99.9,2.85,504,46.0,8.0,0.0
2023-03-07 11:22:00,M-004,Ligne_B,70.46,4.24,746,21.0,8.0,0.0
2023-03-07 12:44:00,M-002,Ligne_A,71.8,6.41,556,10.0,8.0,0.0
2023-03-07 15:45:00,M-004,Ligne_B,66.07,4.0,426,7.0,8.0,0.0
2023-03-07 16:06:00,M-003,Ligne_B,89.43,5.76,504,6.0,8.0,0.0
2023-03-07 16:19:00,M-001,Ligne_A,65.08,4.66,488,21.0,7.85,0.15
2023-03-07 17:40:00,M-001,Ligne_A,67.1,4.09,486,13.0,8.0,0.0
2023-03-07 18:13:00,M-004,Ligne_B,96.79,5.98,314,4.0,8.0,0.0
2023-03-07 23:14:00,M-003,Ligne_B,77.14,3.88,461,18.0,8.0,0.0
2023-03-08 05:12:00,M-005,Ligne_C,86.96,5.31,340,11.0,8.0,0.0
2023-03-08 05:55:00,M-004,Ligne_B,91.97,3.58,74,2.0,8.0,0.0
2023-03-08 06:12:00,M-001,Ligne_A,65.18,3.58,631,21.0,8.0,0.0
2023-03-08 07:58:00,M-005,Ligne_C,84.79,3.21,544,12.0,8.0,0.0
2023-03-08 09:02:00,M-002,Ligne_A,125.95,5.42,358,56.0,8.0,0.0
2023-03-08 10:23:00,M-004,Ligne_B,85.24,5.6,255,3.0,8.0,0.0
2023-03-08 10:45:00,M-005,Ligne_C,88.22,4.66,347,11.0,8.0,0.0
2023-03-08 13:32:00,M-002,Ligne_A,71.03,4.1,713,32.0,8.0,0.0
2023-03-08 14:40:00,M-005,Ligne_C,90.25,4.72,357,7.0,8.0,0.0
2023-03-08 15:13:00,M-002,Ligne_A,71.59,5.11,669,14.0,8.0,0.0
2023-03-08 15:58:00,M-003,Ligne_B,89.0,3.94,269,9.0,8.0,0.0
2023-03-08 19:36:00,M-004,Ligne_B,83.99,4.43,463,13.0,7.92,0.08
2023-03-08 19:45:00,M-005,Ligne_C,82.97,4.21,438,14.0,8.0,0.0
2023-03-08 20:16:00,M-002,Ligne_A,77.36,5.55,466,21.0,8.0,0.0
2023-03-08 22:43:00,M-003,Ligne_B,85.56,3.81,469,20.0,8.0,0.0
2023-03-09 00:30:00,M-002,Ligne_A,73.8,3.62,713,33.0,8.0,0.0
2023-03-09 02:58:00,M-002,Ligne_A,65.44,3.53,652,30.0,7.89,0.11
2023-03-09 05:01:00,M-001,Ligne_A,73.85,5.02,621,7.0,7.76,0.24
2023-03-09 06:00:00,M-003,Ligne_B,78.14,3.63,681,18.0,8.0,0.0
2023-03-09 06:46:00,M-002,Ligne_A,67.53,4.34,534,25.0,8.0,0.0
2023-03-09 07:09:00,M-004,Ligne_B,80.27,3.62,411,14.0,8.0,0.0
2023-03-09 10:05:00,M-005,Ligne_C,94.93,5.8,444,8.0,8.0,0.0
2023-03-09 10:18:00,M-005,Ligne_C,83.98,4.24,309,7.0,8.0,0.0
2023-03-09 10:48:00,M-004,Ligne_B,84.31,4.01,479,15.0,8.0,0.0
2023-03-09 11:42:00,M-001,Ligne_A,78.42,5.3,754,19.0,8.0,0.0
2023-03-09 15:04:00,M-003,Ligne_B,80.23,4.31,500,18.0,7.46,0.54
2023-03-09 15:22:00,M-005,Ligne_C,84.22,4.19,491,14.0,6.8,1.2
2023-03-09 17:56:00,M-005,Ligne_C,87.37,5.0,745,31.0,7.0,1.0
2023-03-09 20:11:00,M-005,Ligne_C,74.37,2.4,558,53.0,8.0,0.0
2023-03-09 21:41:00,M-004,Ligne_B,84.34,4.45,669,8.0,8.0,0.0
2023-03-10 00:04:00,M-003,Ligne_B,69.61,5.56,462,19.0,8.0,0.0
2023-03-10 06:31:00,M-002,Ligne_A,71.59,3.98,512,25.0,8.0,0.0
2023-03-10 08:07:00,M-002,Ligne_A,60.69,4.59,671,14.0,8.0,0.0
2023-03-10 08:11:00,M-005,Ligne_C,84.31,4.26,463,10.0,8.0,0.0
2023-03-10 08:46:00,M-001,Ligne_A,69.24,5.71,410,9.0,8.0,0.0
2023-03-10 12:26:00,M-002,Ligne_A,67.56,4.36,573,28.0,8.0,0.0
2023-03-10 13:57:00,M-005,Ligne_C,75.7,4.45,485,18.0,8.0,0.0
2023-03-10 14:42:00,M-004,Ligne_B,-99.9,4.72,423,8.0,8.0,0.0
2023-03-10 15:00:00,M-003,Ligne_B,84.32,3.61,303,3.0,8.0,0.0
2023-03-10 16:22:00,M-004,Ligne_B,98.54,4.82,539,14.0,8.0,0.0
2023-03-10 16:29:00,M-004,Ligne_B,73.04,6.61,633,28.0,8.0,0.0
2023-03-11 02:08:00,M-002,Ligne_A,68.72,5.38,265,12.0,8.0,0.0
2023-03-11 02:17:00,M-003,Ligne_B,85.08,4.95,238,11.0,8.0,0.0
2023-03-11 02:45:00,M-003,Ligne_B,82.4,4.69,336,7.0,8.0,0.0
2023-03-11 06:52:00,M-003,Ligne_B,80.27,3.24,380,6.0,8.0,0.0
2023-03-11 09:00:00,M-004,Ligne_B,86.05,4.9,71,,7.81,0.19
2023-03-11 09:07:00,M-001,Ligne_A,128.68,4.07,619,60.0,8.0,0.0
2023-03-11 09:20:00,M-002,Ligne_A,60.7,4.54,583,6.0,8.0,0.0
2023-03-11 10:42:00,M-003,Ligne_B,82.63,,663,33.0,7.83,0.17
2023-03-11 11:18:00,M-001,Ligne_A,74.52,6.09,842,22.0,8.0,0.0
2023-03-11 12:26:00,M-001,Ligne_A,69.97,5.44,293,9.0,8.0,0.0
2023-03-11 15:09:00,M-004,Ligne_B,88.64,4.62,789,39.0,8.0,0.0
2023-03-11 15:31:00,M-002,Ligne_A,62.15,5.58,408,10.0,8.0,0.0
2023-03-11 15:35:00,M-003,Ligne_B,88.53,,213,8.0,7.67,0.33
2023-03-11 16:56:00,M-005,Ligne_C,87.49,5.59,660,12.0,8.0,0.0
2023-03-11 17:40:00,M-001,Ligne_A,67.27,4.52,268,5.0,8.0,0.0
2023-03-11 20:46:00,M-001,Ligne_A,55.48,4.97,510,22.0,7.92,0.08
2023-03-11 23:25:00,M-002,Ligne_A,72.36,5.35,529,17.0,8.0,0.0
2023-03-12 00:35:00,M-001,Ligne_A,65.82,5.64,486,12.0,6.99,1.01
2023-03-12 02:46:00,M-003,Ligne_B,78.79,5.11,456,22.0,8.0,0.0
2023-03-12 03:39:00,M-005,Ligne_C,71.79,4.02,792,16.0,8.0,0.0
2023-03-12 03:44:00,M-004,Ligne_B,86.9,4.39,421,10.0,7.81,0.19
2023-03-12 03:54:00,M-003,Ligne_B,70.85,4.42,410,20.0,8.0,0.0
2023-03-12 04:14:00,M-004,Ligne_B,78.23,3.44,181,5.0,8.0,0.0
2023-03-12 05:12:00,M-001,Ligne_A,75.8,5.28,383,14.0,8.0,0.0
2023-03-12 07:05:00,M-005,Ligne_C,86.42,4.62,401,15.0,7.88,0.12
2023-03-12 10:53:00,M-004,Ligne_B,84.03,5.46,433,20.0,8.0,0.0
2023-03-12 11:56:00,M-002,Ligne_A,68.29,5.47,270,8.0,8.0,0.0
2023-03-12 13:12:00,M-005,Ligne_C,82.32,3.96,388,10.0,8.0,0.0
2023-03-12 14:44:00,M-002,Ligne_A,66.6,3.72,605,14.0,8.0,0.0
2023-03-12 16:18:00,M-004,Ligne_B,87.06,4.45,329,9.0,8.0,0.0
2023-03-12 16:23:00,M-005,Ligne_C,78.75,4.9,557,24.0,8.0,0.0
2023-03-12 16:40:00,M-002,Ligne_A,76.97,3.66,440,16.0,8.0,0.0
2023-03-12 20:06:00,M-005,Ligne_C,83.82,4.48,483,11.0,8.0,0.0
2023-03-12 21:07:00,M-004,Ligne_B,92.33,5.11,640,13.0,8.0,0.0
2023-03-12 21:41:00,M-002,Ligne_A,67.05,5.86,439,16.0,8.0,0.0
2023-03-12 22:00:00,M-003,Ligne_B,92.59,5.78,563,11.0,8.0,0.0
2023-03-12 22:21:00,M-001,Ligne_A,77.78,2.85,452,77.0,8.0,0.0
2023-03-12 22:25:00,M-004,Ligne_B,191.37,5.32,401,47.0,7.81,0.19
2023-03-13 00:38:00,M-005,Ligne_C,85.19,4.51,298,6.0,8.0,0.0
2023-03-13 01:02:00,M-004,Ligne_B,83.26,3.16,560,7.0,8.0,0.0
2023-03-13 03:00:00,M-005,Ligne_C,90.01,5.02,587,23.0,7.94,0.06
2023-03-13 03:36:00,M-001,Ligne_A,75.18,4.86,778,22.0,8.0,0.0
2023-03-13 04:21:00,M-001,Ligne_A,74.91,4.08,504,17.0,7.96,0.04
2023-03-13 06:52:00,M-005,Ligne_C,72.8,4.06,336,12.0,8.0,0.0
2023-03-13 07:07:00,M-005,Ligne_C,85.95,4.1,565,8.0,8.0,0.0
2023-03-13 07:50:00,M-003,Ligne_B,68.4,6.13,544,24.0,8.0,0.0
2023-03-13 08:50:00,M-001,Ligne_A,66.12,4.84,666,8.0,8.0,0.0
2023-03-13 09:29:00,M-001,Ligne_A,66.96,4.18,397,18.0,8.0,0.0
2023-03-13 11:47:00,M-001,Ligne_A,62.84,5.4,555,21.0,8.0,0.0
2023-03-13 15:20:00,M-001,Ligne_A,71.62,4.07,625,14.0,8.0,0.0
2023-03-13 18:55:00,M-005,Ligne_C,75.5,4.76,475,5.0,8.0,0.0
2023-03-13 18:57:00,M-005,Ligne_C,92.56,5.25,573,20.0,8.0,0.0
2023-03-13 19:58:00,M-001,Ligne_A,75.36,4.78,369,18.0,6.79,1.21
2023-03-13 20:19:00,M-005,Ligne_C,81.21,4.44,662,,8.0,0.0
2023-03-13 22:30:00,M-004,Ligne_B,81.81,3.97,490,13.0,7.68,0.32
2023-03-13 22:46:00,M-005,Ligne_C,86.4,4.99,539,6.0,6.2,1.8
2023-03-13 23:06:00,M-002,Ligne_A,60.25,4.22,167,4.0,7.43,0.57
2023-03-13 23:33:00,M-004,Ligne_B,93.79,5.26,364,5.0,8.0,0.0
2023-03-14 01:15:00,M-001,Ligne_A,64.34,4.24,516,17.0,8.0,0.0
2023-03-14 09:16:00,M-001,Ligne_A,61.09,2.72,534,62.0,8.0,0.0
2023-03-14 11:19:00,M-005,Ligne_C,81.07,5.44,459,20.0,8.0,0.0
2023-03-14 11:34:00,M-002,Ligne_A,138.2,3.24,468,60.0,8.0,0.0
2023-03-14 13:57:00,M-004,Ligne_B,93.25,4.66,452,15.0,8.0,0.0
2023-03-14 14:53:00,M-002,Ligne_A,67.53,4.1,672,7.0,8.0,0.0
2023-03-14 15:41:00,M-005,Ligne_C,87.08,4.58,411,17.0,8.0,0.0
2023-03-14 22:44:00,M-001,Ligne_A,64.21,3.43,267,2.0,8.0,0.0
2023-03-15 02:27:00,M-004,Ligne_B,89.63,5.1,709,23.0,8.0,0.0
2023-03-15 03:11:00,M-003,Ligne_B,90.9,5.43,412,6.0,8.0,0.0
2023-03-15 04:50:00,M-001,Ligne_A,64.22,4.81,379,16.0,8.0,0.0
2023-03-15 06:19:00,M-002,Ligne_A,70.54,4.81,548,19.0,8.0,0.0
2023-03-15 06:38:00,M-002,Ligne_A,76.42,5.07,646,28.0,7.97,0.03
2023-03-15 08:08:00,M-003,Ligne_B,89.46,4.86,634,14.0,8.0,0.0
2023-03-15 08:47:00,M-002,Ligne_A,63.16,3.54,542,20.0,7.9,0.1
2023-03-15 09:27:00,M-002,Ligne_A,169.7,3.22,563,96.0,8.0,0.0
2023-03-15 09:43:00,M-002,Ligne_A,67.11,4.82,356,6.0,8.0,0.0
2023-03-15 13:55:00,M-004,Ligne_B,88.3,3.79,720,16.0,8.0,0.0
2023-03-15 17:59:00,M-001,Ligne_A,72.7,2.76,320,41.0,7.83,0.17
2023-03-15 18:42:00,M-001,Ligne_A,74.34,2.94,547,87.0,8.0,0.0
2023-03-15 18:52:00,M-001,Ligne_A,69.06,4.73,388,17.0,8.0,0.0
2023-03-15 19:38:00,M-001,Ligne_A,-99.9,4.44,321,5.0,8.0,0.0
2023-03-15 20:01:00,M-004,Ligne_B,92.4,4.04,458,7.0,8.0,0.0
2023-03-15 20:38:00,M-004,Ligne_B,83.75,3.77,437,6.0,8.0,0.0
2023-03-15 21:33:00,M-002,Ligne_A,71.72,3.59,581,8.0,8.0,0.0
2023-03-16 00:18:00,M-003,Ligne_B,81.59,5.36,574,21.0,7.43,0.57
2023-03-16 01:42:00,M-001,Ligne_A,80.38,3.39,614,7.0,8.0,0.0
2023-03-16 05:49:00,M-004,Ligne_B,91.81,4.41,682,33.0,7.91,0.09
2023-03-16 06:13:00,M-001,Ligne_A,71.27,5.37,679,33.0,8.0,0.0
2023-03-16 09:02:00,M-001,Ligne_A,73.71,3.99,532,24.0,8.0,0.0
2023-03-16 09:53:00,M-001,Ligne_A,68.48,5.72,295,8.0,7.71,0.29
2023-03-16 10:42:00,M-001,Ligne_A,75.35,3.88,519,20.0,7.85,0.15
2023-03-16 11:30:00,M-004,Ligne_B,84.2,4.4,464,21.0,8.0,0.0
2023-03-16 13:01:00,M-003,Ligne_B,94.75,5.17,630,7.0,8.0,0.0
2023-03-16 14:02:00,M-004,Ligne_B,78.24,5.66,286,4.0,8.0,0.0
2023-03-16 19:59:00,M-002,Ligne_A,67.31,5.02,339,11.0,8.0,0.0
2023-03-16 20:59:00,M-004,Ligne_B,97.03,4.3,565,24.0,8.0,0.0
2023-03-16 23:01:00,M-003,Ligne_B,90.97,3.52,717,11.0,8.0,0.0
2023-03-16 23:17:00,M-004,Ligne_B,85.1,4.09,372,5.0,8.0,0.0
2023-03-16 23:46:00,M-004,Ligne_B,90.66,4.03,387,9.0,8.0,0.0
2023-03-17 01:41:00,M-001,Ligne_A,68.89,4.52,515,13.0,8.0,0.0
2023-03-17 02:08:00,M-001,Ligne_A,67.17,5.17,531,25.0,8.0,0.0
2023-03-17 03:06:00,M-003,Ligne_B,78.11,5.48,498,13.0,7.38,0.62
2023-03-17 03:22:00,M-004,Ligne_B,79.61,4.94,704,9.0,8.0,0.0
2023-03-17 03:48:00,M-001,Ligne_A,63.11,4.94,174,8.0,8.0,0.0
2023-03-17 09:00:00,M-005,Ligne_C,94.42,4.41,706,23.0,8.0,0.0
2023-03-17 11:09:00,M-003,Ligne_B,82.79,4.33,640,21.0,8.0,0.0
2023-03-17 12:27:00,M-003,Ligne_B,76.85,5.97,390,15.0,7.81,0.19
2023-03-17 13:08:00,M-005,Ligne_C,80.31,3.5,503,24.0,8.0,0.0
2023-03-17 14:56:00,M-004,Ligne_B,95.09,4.09,508,14.0,8.0,0.0
2023-03-17 15:09:00,M-001,Ligne_A,68.45,4.31,501,13.0,8.0,0.0
2023-03-17 18:31:00,M-004,Ligne_B,81.82,5.88,366,15.0,8.0,0.0
2023-03-17 19:00:00,M-001,Ligne_A,73.86,3.42,562,10.0,8.0,0.0
2023-03-17 21:09:00,M-005,Ligne_C,92.67,4.84,268,11.0,8.0,0.0
2023-03-17 22:25:00,M-002,Ligne_A,67.3,4.02,792,23.0,8.0,0.0
2023-03-17 22:27:00,M-003,Ligne_B,88.66,3.52,197,6.0,8.0,0.0
2023-03-18 00:37:00,M-001,Ligne_A,55.84,5.9,441,14.0,8.0,0.0
2023-03-18 01:14:00,M-002,Ligne_A,-99.9,4.47,257,11.0,8.0,0.0
2023-03-18 02:49:00,M-002,Ligne_A,68.85,4.79,479,15.0,8.0,0.0
2023-03-18 04:43:00,M-001,Ligne_A,73.52,6.22,452,6.0,8.0,0.0
2023-03-18 05:59:00,M-005,Ligne_C,78.41,3.77,816,33.0,8.0,0.0
2023-03-18 10:05:00,M-005,Ligne_C,81.04,4.12,607,23.0,8.0,0.0
2023-03-18 10:15:00,M-004,Ligne_B,83.9,4.95,106,1.0,8.0,0.0
2023-03-18 10:32:00,M-001,Ligne_A,73.26,3.19,572,11.0,8.0,0.0
2023-03-18 12:14:00,M-005,Ligne_C,121.9,5.25,609,90.0,8.0,0.0
2023-03-18 12:48:00,M-005,Ligne_C,76.78,3.87,634,11.0,8.0,0.0
2023-03-18 14:34:00,M-003,Ligne_B,92.91,3.86,357,9.0,8.0,0.0
2023-03-18 15:51:00,M-005,Ligne_C,76.1,3.5,455,7.0,8.0,0.0
2023-03-18 16:48:00,M-001,Ligne_A,71.35,4.91,690,8.0,7.51,0.49
2023-03-18 17:02:00,M-001,Ligne_A,65.04,3.34,599,15.0,6.53,1.47
2023-03-18 18:19:00,M-003,Ligne_B,89.05,5.63,427,12.0,6.86,1.14
2023-03-18 19:06:00,M-002,Ligne_A,66.96,4.97,561,12.0,8.0,0.0
2023-03-18 19:57:00,M-002,Ligne_A,71.78,4.6,323,10.0,8.0,0.0
2023-03-18 20:09:00,M-004,Ligne_B,90.06,4.59,651,6.0,8.0,0.0
2023-03-18 20:46:00,M-001,Ligne_A,72.59,2.87,816,71.0,8.0,0.0
2023-03-19 00:37:00,M-001,Ligne_A,70.17,6.1,486,7.0,8.0,0.0
2023-03-19 04:12:00,M-005,Ligne_C,96.12,3.66,571,25.0,7.53,0.47
2023-03-19 06:06:00,M-005,Ligne_C,79.46,4.53,295,12.0,8.0,0.0
2023-03-19 13:39:00,M-004,Ligne_B,89.91,2.02,519,53.0,8.0,0.0
2023-03-19 21:29:00,M-002,Ligne_A,79.99,6.12,475,20.0,7.03,0.97
2023-03-19 22:55:00,M-003,Ligne_B,79.21,4.97,444,6.0,8.0,0.0
2023-03-20 00:29:00,M-005,Ligne_C,81.26,4.74,275,11.0,8.0,0.0
2023-03-20 01:08:00,M-004,Ligne_B,150.55,5.03,310,43.0,6.97,1.03
2023-03-20 06:44:00,M-002,Ligne_A,65.03,4.7,322,12.0,8.0,0.0
2023-03-20 06:55:00,M-005,Ligne_C,83.23,4.18,539,16.0,8.0,0.0
2023-03-20 09:10:00,M-004,Ligne_B,89.52,4.52,151,6.0,8.0,0.0
2023-03-20 14:22:00,M-002,Ligne_A,73.91,1.88,377,61.0,8.0,0.0
2023-03-20 15:48:00,M-005,Ligne_C,82.63,5.43,484,15.0,8.0,0.0
2023-03-20 15:59:00,M-001,Ligne_A,59.54,5.08,402,11.0,7.8,0.2
2023-03-20 20:04:00,M-002,Ligne_A,68.67,4.18,482,8.0,8.0,0.0
2023-03-20 22:27:00,M-002,Ligne_A,71.32,2.99,442,41.0,7.61,0.39
2023-03-21 01:09:00,M-001,Ligne_A,59.75,5.09,576,14.0,8.0,0.0
2023-03-21 01:56:00,M-005,Ligne_C,84.6,3.81,378,10.0,8.0,0.0
2023-03-21 03:07:00,M-002,Ligne_A,66.3,5.02,714,16.0,8.0,0.0
2023-03-21 06:48:00,M-003,Ligne_B,82.06,3.39,545,21.0,7.97,0.03
2023-03-21 07:55:00,M-002,Ligne_A,68.22,4.83,448,17.0,8.0,0.0
2023-03-21 08:18:00,M-001,Ligne_A,74.34,5.0,458,6.0,8.0,0.0
2023-03-21 09:40:00,M-001,Ligne_A,69.86,3.44,602,19.0,7.84,0.16
2023-03-21 11:32:00,M-005,Ligne_C,83.61,5.31,692,34.0,8.0,0.0
2023-03-21 13:41:00,M-004,Ligne_B,91.08,3.55,588,17.0,8.0,0.0
2023-03-21 15:09:00,M-003,Ligne_B,89.34,3.85,430,9.0,8.0,0.0
2023-03-21 17:20:00,M-003,Ligne_B,94.46,3.98,379,4.0,8.0,0.0
2023-03-21 21:16:00,M-005,Ligne_C,85.53,4.34,367,17.0,8.0,0.0
2023-03-21 21:30:00,M-005,Ligne_C,93.16,4.92,173,2.0,8.0,0.0
2023-03-22 00:22:00,M-004,Ligne_B,81.29,4.74,558,9.0,8.0,0.0
2023-03-22 02:28:00,M-005,Ligne_C,66.63,6.54,579,19.0,8.0,0.0
2023-03-22 03:08:00,M-005,Ligne_C,86.04,3.99,508,6.0,8.0,0.0
2023-03-22 07:11:00,M-004,Ligne_B,91.1,5.26,519,8.0,8.0,0.0
2023-03-22 08:49:00,M-001,Ligne_A,69.29,3.66,375,9.0,7.85,0.15
2023-03-22 08:56:00,M-001,Ligne_A,57.13,4.25,419,18.0,8.0,0.0
2023-03-22 09:04:00,M-004,Ligne_B,86.06,6.96,704,22.0,8.0,0.0
2023-03-22 11:19:00,M-002,Ligne_A,67.73,4.11,630,11.0,8.0,0.0
2023-03-22 11:38:00,M-004,Ligne_B,73.22,3.95,645,9.0,7.92,0.08
2023-03-22 13:41:00,M-003,Ligne_B,91.96,5.6,372,7.0,8.0,0.0
2023-03-22 14:29:00,M-001,Ligne_A,72.38,4.16,574,7.0,8.0,0.0
2023-03-22 14:53:00,M-005,Ligne_C,79.6,5.79,534,7.0,8.0,0.0
2023-03-22 15:05:00,M-004,Ligne_B,89.45,3.69,246,2.0,7.66,0.34
2023-03-22 16:54:00,M-004,Ligne_B,83.22,3.73,681,28.0,8.0,0.0
2023-03-22 17:14:00,M-001,Ligne_A,66.69,4.19,347,8.0,8.0,0.0
2023-03-22 17:23:00,M-002,Ligne_A,71.9,4.14,364,8.0,8.0,0.0
2023-03-22 17:38:00,M-002,Ligne_A,73.02,4.71,376,5.0,8.0,0.0
2023-03-22 19:03:00,M-002,Ligne_A,76.66,3.01,516,8.0,7.76,0.24
2023-03-22 19:31:00,M-001,Ligne_A,74.28,4.84,650,23.0,8.0,0.0
2023-03-22 23:27:00,M-001,Ligne_A,150.8,4.74,588,86.0,8.0,0.0
2023-03-23 00:09:00,M-002,Ligne_A,77.07,4.14,535,15.0,8.0,0.0
2023-03-23 00:35:00,M-004,Ligne_B,81.49,3.69,492,15.0,7.52,0.48
2023-03-23 02:19:00,M-001,Ligne_A,68.77,5.28,570,10.0,7.94,0.06
2023-03-23 03:26:00,M-003,Ligne_B,83.71,4.65,558,7.0,8.0,0.0
2023-03-23 05:36:00,M-005,Ligne_C,85.0,,289,6.0,8.0,0.0
2023-03-23 08:08:00,M-005,Ligne_C,-99.9,5.46,311,7.0,8.0,0.0
2023-03-23 15:32:00,M-005,Ligne_C,90.51,4.19,565,24.0,8.0,0.0
2023-03-23 15:50:00,M-003,Ligne_B,95.7,,362,11.0,8.0,0.0
2023-03-23 16:47:00,M-004,Ligne_B,89.69,4.34,659,32.0,8.0,0.0
2023-03-23 18:25:00,M-004,Ligne_B,77.06,4.38,578,13.0,8.0,0.0
2023-03-23 19:36:00,M-005,Ligne_C,84.1,3.98,464,18.0,8.0,0.0
2023-03-23 21:59:00,M-004,Ligne_B,92.24,3.95,390,16.0,8.0,0.0
2023-03-23 23:55:00,M-001,Ligne_A,55.85,3.69,187,4.0,8.0,0.0
2023-03-24 02:17:00,M-003,Ligne_B,88.07,2.7,423,62.0,7.84,0.16
2023-03-24 05:14:00,M-002,Ligne_A,75.7,4.73,477,18.0,8.0,0.0
2023-03-24 09:43:00,M-003,Ligne_B,189.08,5.28,512,69.0,8.0,0.0
2023-03-24 10:26:00,M-003,Ligne_B,82.65,3.96,466,8.0,8.0,0.0
2023-03-24 10:59:00,M-002,Ligne_A,69.43,4.95,401,4.0,7.37,0.63
2023-03-24 11:02:00,M-005,Ligne_C,84.66,5.07,966,19.0,8.0,0.0
2023-03-24 13:52:00,M-005,Ligne_C,80.05,4.92,474,10.0,8.0,0.0
2023-03-24 14:40:00,M-004,Ligne_B,75.48,5.09,308,11.0,8.0,0.0
2023-03-24 16:33:00,M-002,Ligne_A,68.44,5.48,474,23.0,7.55,0.45
2023-03-24 16:49:00,M-004,Ligne_B,82.71,4.06,503,16.0,8.0,0.0
2023-03-24 17:49:00,M-001,Ligne_A,59.48,6.13,523,6.0,7.69,0.31
2023-03-24 18:54:00,M-004,Ligne_B,87.79,4.35,260,7.0,8.0,0.0
2023-03-24 19:13:00,M-002,Ligne_A,139.56,5.34,502,80.0,8.0,0.0
2023-03-24 22:16:00,M-002,Ligne_A,63.69,4.91,471,21.0,8.0,0.0
2023-03-24 22:27:00,M-003,Ligne_B,212.97,4.93,607,52.0,8.0,0.0
2023-03-24 22:29:00,M-004,Ligne_B,101.76,6.25,396,61.0,8.0,0.0
2023-03-24 23:28:00,M-004,Ligne_B,88.49,3.15,474,18.0,7.41,0.59
2023-03-24 23:34:00,M-003,Ligne_B,79.31,2.84,496,81.0,8.0,0.0
2023-03-25 04:32:00,M-005,Ligne_C,90.1,4.78,551,6.0,8.0,0.0
2023-03-25 05:53:00,M-004,Ligne_B,83.1,,611,13.0,8.0,0.0
2023-03-25 05:56:00,M-003,Ligne_B,89.97,4.52,479,21.0,8.0,0.0
2023-03-25 08:47:00,M-005,Ligne_C,82.03,3.48,434,11.0,8.0,0.0
2023-03-25 09:21:00,M-005,Ligne_C,90.21,4.34,504,24.0,8.0,0.0
2023-03-25 12:29:00,M-002,Ligne_A,78.04,3.95,491,10.0,8.0,0.0
2023-03-25 14:24:00,M-003,Ligne_B,76.75,4.32,591,22.0,8.0,0.0
2023-03-25 15:22:00,M-004,Ligne_B,74.11,5.73,512,16.0,8.0,0.0
2023-03-25 17:19:00,M-005,Ligne_C,78.04,4.61,512,10.0,8.0,0.0
2023-03-25 18:49:00,M-002,Ligne_A,64.65,4.57,436,13.0,8.0,0.0
2023-03-26 02:48:00,M-002,Ligne_A,69.91,4.9,512,22.0,8.0,0.0
2023-03-26 06:46:00,M-001,Ligne_A,66.43,5.0,458,8.0,8.0,0.0
2023-03-26 07:04:00,M-002,Ligne_A,63.04,5.86,482,9.0,8.0,0.0
2023-03-26 08:13:00,M-005,Ligne_C,82.58,4.75,519,10.0,8.0,0.0
2023-03-26 10:19:00,M-002,Ligne_A,66.17,,654,23.0,8.0,0.0
2023-03-26 10:54:00,M-001,Ligne_A,136.75,4.53,620,72.0,8.0,0.0
2023-03-26 13:03:00,M-005,Ligne_C,86.73,3.7,850,8.0,8.0,0.0
2023-03-26 14:48:00,M-004,Ligne_B,82.66,4.47,289,13.0,7.76,0.24
